movieId,totalSeats,availableSeats,screenName,language,movieFormat,subtitle,screenType,filmFormat,theatreId,experienceKey,startTime,endTime
35040,242,242,SCREEN 3,Hindi,ATMOS,True,ATMOS,,150,atmos,2026-03-05T21:30:00,2026-03-06T01:04:00
35040,154,149,AUDI 02,Hindi,,True,,,583,,2026-03-05T15:10:00,2026-03-05T18:49:00
35040,95,88,AUDI 07,Hindi,,True,,,385,,2026-03-05T14:35:00,2026-03-05T18:14:00
35040,213,213,SCREEN 4,Hindi,,True,LASER,,231,laser,2026-03-05T21:30:00,2026-03-06T01:04:00
35040,184,182,SCREEN 4,Hindi,,True,,,110,,2026-03-05T12:35:00,2026-03-05T16:09:00
35040,144,144,AUDI 07,Hindi,,True,LASER,,531,laser,2026-03-05T21:00:00,2026-03-06T00:39:00
35040,143,139,AUDI 08,Hindi,,True,,,520,,2026-03-05T15:05:00,2026-03-05T18:44:00
35040,143,143,AUDI 08,Hindi,,True,,,520,,2026-03-05T21:45:00,2026-03-06T01:24:00
35040,206,205,SCREEN 2,Hindi,,True,,,510,,2026-03-05T15:10:00,2026-03-05T18:49:00
35040,125,125,SCREEN-1,Hindi,ATMOS,True,,,522,,2026-03-05T12:00:00,2026-03-05T15:39:00
35040,320,304,AUDI 04,Hindi,ATMOS,True,ATMOS,,511,atmos,2026-03-05T11:25:00,2026-03-05T15:04:00
35040,320,320,AUDI 04,Hindi,ATMOS,True,ATMOS,,511,atmos,2026-03-05T18:05:00,2026-03-05T21:44:00
35040,201,189,AUDI 08,Hindi,,True,,,533,,2026-03-05T12:00:00,2026-03-05T15:39:00
35040,53,53,AUDI 02,Hindi,ATMOS,True,LUXE,,533,luxe,2026-03-05T21:15:00,2026-03-06T00:54:00
35040,36,36,SCREEN 3,Hindi,,True,INSIGNIA,,148,insignia,2026-03-05T21:30:00,2026-03-06T01:04:00
35040,199,196,AUDI 06,Hindi,,True,,,512,,2026-03-05T15:00:00,2026-03-05T18:39:00
35040,41,36,AUDI 01,Hindi,,True,,,529,,2026-03-05T16:00:00,2026-03-05T19:24:00
35040,28,18,AUDI 11 GOLD,Hindi,,True,GOLD,,507,gold,2026-03-05T12:00:00,2026-03-05T15:39:00
35040,170,159,SCREEN 2,Hindi,,True,LASER,,309,laser,2026-03-05T18:00:00,2026-03-05T21:39:00
31741,186,186,SCREEN 2,English,,False,,,24,,2026-03-06T11:50:00,2026-03-06T14:39:00
31741,186,184,SCREEN 2,English,,False,,,24,,2026-03-06T17:05:00,2026-03-06T19:54:00
31741,186,186,SCREEN 2,English,,False,,,24,,2026-03-06T22:20:00,2026-03-07T01:09:00
31741,267,267,SCREEN 1,English,,False,,,14,,2026-03-06T11:00:00,2026-03-06T13:44:00
31741,267,267,SCREEN 1,English,,False,,,14,,2026-03-06T16:30:00,2026-03-06T19:19:00
31741,267,267,SCREEN 1,English,,False,,,14,,2026-03-06T22:20:00,2026-03-07T01:09:00
31741,152,152,AUDI 04,English,,False,,,390,,2026-03-06T13:00:00,2026-03-06T15:49:00
31741,52,52,AUDI 01,English,,False,GOLD,,390,gold,2026-03-06T18:40:00,2026-03-06T21:29:00
31741,259,258,AUDI 03,English,IMAX,True,IMAX,IMAX,390,imax,2026-03-06T11:30:00,2026-03-06T14:19:00
31741,259,258,AUDI 03,English,IMAX,True,IMAX,IMAX,390,imax,2026-03-06T16:45:00,2026-03-06T19:34:00
31741,259,259,AUDI 03,English,IMAX,True,IMAX,IMAX,390,imax,2026-03-06T22:00:00,2026-03-07T00:49:00
31741,188,188,AUDI 04,English,,False,,,391,,2026-03-06T12:50:00,2026-03-06T15:39:00
31741,171,171,AUDI 05,English,,False,,,391,,2026-03-06T16:15:00,2026-03-06T19:04:00
31741,188,188,AUDI 04,English,,False,,,391,,2026-03-06T18:30:00,2026-03-06T21:19:00
31741,171,171,AUDI 05,English,,False,,,391,,2026-03-06T21:30:00,2026-03-07T00:19:00
31741,183,183,SCREEN 3,English,,False,,,261,,2026-03-06T11:10:00,2026-03-06T13:59:00
31741,183,183,SCREEN 3,English,,False,,,261,,2026-03-06T16:25:00,2026-03-06T19:14:00
31741,183,183,SCREEN 3,English,,False,,,261,,2026-03-06T21:40:00,2026-03-07T00:29:00
31741,321,321,IMAX 5,English,IMAX,True,IMAX,IMAX,231,imax,2026-03-06T14:15:00,2026-03-06T17:04:00
31741,321,321,IMAX 5,English,IMAX,True,IMAX,IMAX,231,imax,2026-03-06T17:05:00,2026-03-06T19:54:00
31741,321,321,IMAX 5,English,IMAX,True,IMAX,IMAX,231,imax,2026-03-06T22:20:00,2026-03-07T01:09:00
31741,206,206,SCREEN 5,English,ATMOS,True,ATMOS,,110,atmos,2026-03-06T11:05:00,2026-03-06T13:54:00
31741,206,204,SCREEN 5,English,ATMOS,True,ATMOS,,110,atmos,2026-03-06T13:55:00,2026-03-06T16:44:00
31741,206,203,SCREEN 5,English,ATMOS,True,ATMOS,,110,atmos,2026-03-06T19:10:00,2026-03-06T21:59:00
31741,62,62,SCREEN 2,English,ATMOS,True,INSIGNIA,,110,insignia,2026-03-06T21:00:00,2026-03-06T23:49:00
31741,190,190,AUDI 07,English,,False,,,583,,2026-03-06T16:00:00,2026-03-06T18:49:00
31741,190,185,AUDI 07,English,,False,,,583,,2026-03-06T21:40:00,2026-03-07T00:29:00
31741,26,26,AUDI 08,English,,False,DINE-IN,,583,dine-in,2026-03-06T11:10:00,2026-03-06T13:59:00
31741,26,26,AUDI 08,English,,False,DINE-IN,,583,dine-in,2026-03-06T14:00:00,2026-03-06T16:49:00
31741,26,26,AUDI 08,English,,False,DINE-IN,,583,dine-in,2026-03-06T19:10:00,2026-03-06T21:59:00
31741,272,272,AUDI 03,English,,False,,,385,,2026-03-06T10:10:00,2026-03-06T12:59:00
31741,272,272,AUDI 03,English,,False,,,385,,2026-03-06T13:00:00,2026-03-06T15:49:00
31741,272,272,AUDI 03,English,,False,,,385,,2026-03-06T15:50:00,2026-03-06T18:39:00
31741,272,272,AUDI 03,English,,False,,,385,,2026-03-06T18:40:00,2026-03-06T21:29:00
31741,272,272,AUDI 03,English,,False,,,385,,2026-03-06T21:30:00,2026-03-07T00:19:00
